raw_samples,num_restarts,batch_limit,max_iter,hypervolumes,times,candidates
128,10,5,100,"[70.57987141179791, 74.34762276919007, 83.12766526690567, 106.55386779133062, 112.62843632410531, 113.55539122568842, 114.2272206041288, 114.45743813251863, 114.7573115896633, 114.84929929749367, 114.93557962467395]","[0.0, 35.50728178024292, 52.805564641952515, 42.865341901779175, 50.72939324378967, 68.23105669021606, 73.69610261917114, 47.69107103347778, 82.0470016002655, 80.95651197433472, 67.00904035568237]","[[[0.6163415281574618, 0.8839834581629877], [-0.12137689288653597, 0.6634506879455657], [0.38385977652762904, -0.3462710742673436], [-0.17412370759480633, -0.3147175779659932], [0.8215441850435627, -0.4337182337700669], [0.8821169173496659, -0.5112867119478406], [-0.783373763446072, -0.1857476070945967], [0.450779011235948, -0.6160061027416139], [-0.8622611778944724, -0.7679760443423633], [-0.9804491693970043, 0.2681834038651645]], [[-0.7827871535544716, -0.07982733594318792], [-1.0, 1.0], [0.15670962909453934, -0.23038965863858274], [0.20008079040921437, -0.5440178450876062], [-0.8786672050386687, -0.3121701934716423], [0.35332779410746906, -0.8186940401145112], [-0.47919065768135016, -0.13657982005506325], [1.0, 0.1913838316766319], [0.5003105875746502, -0.9451814977062326], [-1.0, -0.2039872175516638]], [[-0.8584666319940557, -0.019569939583681507], [-0.6475029960459397, -0.19800520458335444], [-0.1618270377847694, 0.002384856829809241], [1.0, 0.8456805999458122], [0.3770546404647065, -0.03540386893022645], [-0.04997662276797345, -0.11336822446945038], [-0.3702651254608245, -0.7346617007760122], [0.30289838568036637, -0.14490568371090046], [-0.6097283716954799, -0.2759328500677256], [0.12882375032244642, 0.06772744805435138]], [[0.5511229073432823, -0.45320695822470386], [-0.6549780353715602, -0.12040391320544148], [-0.6040358226770014, 0.007386858417343822], [-0.2736682576473494, -0.6449303494677082], [-0.2668027084198027, -0.7793599791712743], [-0.37034988599845114, -0.8742297334935549], [-0.15234354350066756, -0.08868001267979306], [0.23575997549923555, 0.41234748123615456], [-0.4884514230278172, 0.48812439314092754], [0.4396658541978186, 0.2658985603566663]], [[0.7006120762890297, -0.022314490666360366], [-0.7377793694595564, 0.3548045044210078], [-0.5642691997423004, 0.3906005927315879], [-0.8288270938301568, -0.2981632738403878], [-0.9636751035295434, 0.7707526562875658], [-0.3187604108878442, -0.5479695621275219], [-0.5535265826630817, 0.14340007869658936], [0.9860375870507625, 0.1370580831791262], [0.82456504123734, -0.14387250845808747], [-0.5103473524276758, 0.31943135722204197]], [[-0.014899160241593948, 0.11498172768637213], [-0.17551892612579542, -0.7518657814183822], [-0.5988922118361018, 0.5879652374500892], [0.8302487206189179, -0.2284610915341133], [-0.5854981789055358, 0.42327418452843446], [-0.5888873134643022, 0.48728191299291057], [0.3013071473687842, 0.20308205671609839], [0.17882670089604136, -0.7434164993464792], [-0.7424300722777708, -0.9208321608602846], [-0.8539173509925468, -0.5506174620240772]], [[-0.057580048021750645, 0.745745050509469], [0.4135385495456748, 0.1569898451178481], [0.5582327146663032, 0.13943207910544497], [0.09615628998767131, 0.45162865585536827], [-0.8344038755149791, -0.555637382423617], [0.532380717053916, -0.636700096828372], [0.14418005604721415, 0.35838113241188796], [0.49969349665537427, -0.7603258104891302], [0.5013907330923543, 0.2976465666161839], [-0.6193654543718368, -0.05896955925399413]], [[0.6792934390911518, 0.5303464281830615], [-0.6238600665000623, 0.7712168255255676], [0.9277631895593502, 0.06827378252248838], [-0.8099230340540413, -0.782346863128937], [-0.556981417406056, 0.23678099437768813], [0.7510431911787147, 0.6986196206286907], [-0.16418758175740408, -0.3502412780995537], [0.06498154146835003, 0.5837573648618124], [-0.5781501550882934, 0.16593473317878413], [-0.14958642609437434, 0.24954378418634718]], [[-0.10351576638722836, 0.03800102277423851], [0.048155355925528956, 0.46980818404026353], [0.5165533799979523, -0.5775229673545728], [0.9312181281607861, -0.15952688545823027], [0.7256453132068404, -0.8106834467247224], [-0.5366510487981653, 0.35081734585740443], [-0.025281593203534538, -0.6332424953580198], [0.4139942266047118, 0.14694132469592347], [0.9480650164187087, 0.7857834342866841], [-0.27867380529640934, -0.024988444522049184]], [[-0.6590197997604027, 0.8478931550682621], [-0.829109726766574, -0.24279777397086663], [-0.9354653895924098, 0.0993276546768451], [-0.1317907601623479, -0.5819257839566401], [-0.6069223483031574, -0.2127858968449789], [0.7601805349631816, -0.3703997486708885], [0.9499393075861792, 0.6775651325079903], [-0.35035557397398187, -0.2743137517869881], [0.8841442544369226, 0.9374714167713128], [-0.6302258420094993, -0.21942340110125388]], [[-0.593904199366566, 0.061316750437873435], [-0.5517184925860222, 0.9733459421896635], [0.12158467765661309, -0.7734107487194973], [0.9190524931139648, 0.6741285901246632], [-0.7275142397014527, 0.46703993562133983], [0.06591542644424603, 0.4282049200979764], [0.507592413500193, -0.5644521565406618], [0.9262634199117895, 0.9538716971876773], [0.002752510831563751, -0.9189026337114421], [0.17741752974754177, 0.49282858520822664]]]"
256,10,5,100,"[70.57987141179791, 82.14935641178067, 97.51028824160926, 101.3914018112643, 113.10643072417756, 114.13284889930614, 114.39622264754415, 114.55742160517644, 114.94463241821225]","[0.0, 35.83517813682556, 38.8195743560791, 56.57864332199097, 82.98371505737305, 77.47628045082092, 73.35980606079102, 76.484130859375, 56.24247169494629]","[[[0.6163415281574618, 0.8839834581629877], [-0.12137689288653597, 0.6634506879455657], [0.38385977652762904, -0.3462710742673436], [-0.17412370759480633, -0.3147175779659932], [0.8215441850435627, -0.4337182337700669], [0.8821169173496659, -0.5112867119478406], [-0.783373763446072, -0.1857476070945967], [0.450779011235948, -0.6160061027416139], [-0.8622611778944724, -0.7679760443423633], [-0.9804491693970043, 0.2681834038651645]], [[0.7178242999371861, -1.0], [-0.9502592398717575, -0.2894027489166809], [-0.06777546785322239, 0.03105387800455541], [-0.6764991016851597, 1.0], [0.14009564915798808, 0.12655071481290187], [0.30693031920659125, -0.8725689870189662], [0.1140796975757066, -0.24240070677132874], [-1.0, -0.12203844262086325], [-0.5523694145359154, -0.10649033678260951], [0.46863505041468184, -0.1646911147796425]], [[-0.5773908166034671, -0.2881154057006734], [0.2873015863094554, -0.6130850150775189], [-0.6329526036092351, -0.06570309989202512], [0.8238165465696187, -0.8747910618704248], [0.13024427458954776, -0.05530722370001889], [-0.6058991838384734, -0.1993371656811536], [-0.7919240928046039, 0.3245366295140269], [-0.6099567593428716, 0.14031542684933815], [1.0, 0.23992870484150486], [0.1482790254125131, 1.0]], [[0.2895627462361211, -1.0], [0.41045290365989434, -0.8997075869982318], [0.8538013055269883, -0.30727780887899037], [-0.6435966720446423, 0.011442290522748507], [0.6561027538134698, -0.05557151824332494], [-0.6322532664476083, -0.12486429703196572], [-0.6620491736077448, 0.10454058657604695], [0.7986722402274415, 0.3317805863916642], [0.7543695177882717, 0.7044626194983792], [-0.7102370560169413, 0.37725144252178733]], [[-0.7671204592135723, 0.7833641002319803], [-0.5686655137990749, 0.4055018740731254], [-0.8307681322816398, 0.9937207463274257], [0.9068961728224721, -0.677400910244812], [0.19274876060892238, 0.27313486078106225], [-0.5389976233029238, 0.29797584043369246], [-0.7850325300100008, 0.1382334777030767], [0.09268839110074334, -0.40903762796776993], [-0.10545852920236114, 0.010165050714707448], [-0.597381917353307, 0.48801746908981675]], [[-0.2582380968789999, 0.17172589010670183], [-0.6344473416272133, 0.22556678141813022], [-0.5360046089936013, 0.23749818167815626], [0.4122932172797109, 0.6880213442314955], [0.04538441990726145, 0.9802894362174772], [-0.21506766233825925, 0.61987753010601], [0.5154750509209297, -0.6651227978011122], [0.5030904588275272, -0.6182956101944974], [-0.08081808316575964, -0.6881171792484975], [-0.5830715285486899, 0.438929125591941]], [[0.5632943151167324, 0.41512059047394717], [-0.15944957327609688, 0.26274311384482707], [-0.917142367583794, 0.6785678063419526], [-0.7317179707282019, -0.5270038901486148], [0.9275659239813852, 0.25120461726216897], [0.45737636145860894, -0.1342857686981173], [-0.5382489250382114, 0.35947682408413273], [-0.7008301019664346, 0.2599146254361097], [-0.32499026507053735, -0.9594608284532442], [-0.5855365227903663, 0.8818063270301209]], [[0.9560460917700482, 0.6736460471707493], [-0.34312505746294764, 0.15201253266585885], [0.9010037196688736, 0.7379200739330506], [-0.8023678934161076, 0.007003348308363324], [0.2087257747430032, 0.8530219721794792], [-0.5449042892167861, 0.38813680788034705], [0.3213229119433562, -0.3200923136640762], [-0.8936786925114031, -0.2798643636383183], [-0.6350195353450941, -0.16346903218716347], [0.8506023697565042, -0.2701925020666195]], [[0.41447236311288854, 0.7925339115299853], [-0.5273566024364301, 0.3365359074576484], [0.4959107087220041, 0.38086537177437063], [0.5040904014559814, -0.5759705869898641], [0.008197124490076294, 0.2064503817586869], [-0.017491109145924104, 0.46777283236230743], [0.10516365724449518, 0.6429687723999253], [-0.5982739996339412, 0.04164125161246535], [0.8233634438365851, 0.6893782615661441], [0.8078286293894206, -0.9130908958614052]]]"
512,10,5,100,"[70.57987141179791, 85.50587928135052, 90.88345662419674, 93.58130795119851, 94.35839036176291, 103.73442600113907, 110.70577526616816, 114.31238925977772, 114.4602978792762, 114.65089393884324, 114.90393317451947]","[0.0, 40.86026430130005, 40.47186994552612, 47.16433024406433, 73.42304849624634, 69.27755451202393, 101.33189415931702, 81.45040273666382, 135.6353588104248, 50.971413135528564, 76.53976058959961]","[[[0.6163415281574618, 0.8839834581629877], [-0.12137689288653597, 0.6634506879455657], [0.38385977652762904, -0.3462710742673436], [-0.17412370759480633, -0.3147175779659932], [0.8215441850435627, -0.4337182337700669], [0.8821169173496659, -0.5112867119478406], [-0.783373763446072, -0.1857476070945967], [0.450779011235948, -0.6160061027416139], [-0.8622611778944724, -0.7679760443423633], [-0.9804491693970043, 0.2681834038651645]], [[-0.5870702451307989, -0.1117069005207161], [0.6032889130153006, -0.9125959781408438], [0.1753069536176513, -0.8671345391182257], [0.11989945109180324, -0.24014863775408476], [-0.8121201940454614, 1.0], [0.5107004578220554, 0.014475138181698878], [-1.0, -0.2688153416674442], [0.41320479108439007, -0.17006738716582046], [0.18101039178572834, -0.5561046736997649], [1.0, 0.1498840482590329]], [[1.0, -1.0], [-0.8101760217995345, -0.6305912069170622], [0.156716835766653, 0.3031136910609802], [-0.6597006676777254, 0.9147536479851697], [-0.552940265430996, -0.1444188789680756], [0.07421936555603328, -0.02820923283749339], [-0.5452699637304311, -0.026604773878006104], [1.0, -0.6452560785677599], [-0.8037863761024626, -0.7367972011849726], [0.3407345484983498, 0.43487970844576684]], [[-0.5263610565919491, 0.09326473320359613], [0.518340881692314, -0.6551857846744529], [-0.4644902161483291, 0.0229055272055469], [-0.7306998309887394, 0.035071278316278924], [-0.7119150208744016, 0.72629329235547], [-0.27677753015682743, 0.15411257208063342], [-0.8568582772856964, 0.6599026797916848], [-0.5609380245089652, -1.0], [0.35059360752611185, 0.026564821589908364], [-0.479358437553517, -0.08644843357867016]], [[-0.946101915912699, -0.016812141118015524], [0.8775346742965526, 0.5373947212140526], [-0.6094425614143248, -0.20822723092479364], [0.0964040190210015, 0.7177855973832917], [0.43540684555819376, 0.6682401460595282], [-0.2689346786464479, -0.06692050498163751], [0.9305364415048679, -0.5407623574137252], [0.9228822048752626, 0.5042097549885947], [0.6598542295395454, -0.9258878063410085], [-0.019870072603277337, -0.47613020800049854]], [[-0.5747060030689299, 0.2509033978769412], [-0.24536683645050908, 0.7498386793700591], [0.7646794124889069, -0.7521439509144279], [-0.5871178290890741, 0.0787727974715757], [0.07754912300879317, -0.6401842030168846], [-0.9511811130325775, -0.5901298061653675], [0.5259340962291998, -0.6742288820733182], [-0.41635429451171524, 0.28832478327410327], [0.03313341308254324, 0.6904226714191238], [-0.2388173847376788, -0.3395634374397748]], [[0.9782719113254548, 0.9911420457065638], [-0.5949482335533934, -0.004965943560544832], [0.9218898855667292, 0.7340641662874826], [-0.5581612756377615, 0.3417046570216566], [0.5191201617805755, -0.6084700553915989], [-0.27308390848574443, -0.7806958079726531], [0.22241536238519183, 0.4940349004942999], [-0.35902566456718005, -0.3891444054402368], [0.8095749430357599, -0.5245564021170801], [-0.23819683492193336, 0.36665636114775724]], [[0.009184379306800373, -0.6307963281393592], [0.20059528024229759, -0.2481585352806089], [0.30302830848496426, -0.77227070171978], [-0.5577252521222873, 0.21422826038352993], [0.49543668933357815, -0.5794213495704205], [-0.18408999743382706, -0.8559064434319704], [0.4971806113606076, 0.9604068582844582], [-0.09561303362016944, 0.1529277145032201], [-0.3819532788882735, -0.49958574018220653], [-0.5645422246424358, 0.4427843895602956]], [[0.260916589214237, 0.07922351362804331], [-0.447876913259897, -0.2146787006700027], [-0.6134967876889335, -0.07159627070475873], [0.17714505362703642, 0.022347988193936075], [0.23217814799067957, -0.2776962498874721], [0.3049597095392393, 0.2548030520289708], [-0.6075421712263066, 0.4323628574511807], [-0.9740804303437103, -0.055184168741117895], [0.5399899277836453, -0.28462788090111146], [0.2140116114169749, -0.9729923103004893]], [[-0.11400135213547857, 0.47138825229642667], [-0.7454695970471316, -0.7095212475985402], [-0.3371616357665522, -0.523899516333966], [-0.5112586776879141, 0.6535714475597778], [-0.4102301042784125, -0.4151804798884867], [0.3256410568761021, 0.9086476754756594], [0.925594022104097, -0.806397491111375], [-0.7669707367001608, -0.354028251730597], [-0.6243312053985702, -0.1036693259160361], [-0.5339344053262958, 0.3190588987991793]], [[-0.1514025056843643, -0.8092810948391514], [0.3913541370707658, -0.27590877614369064], [0.35506542497027677, 0.406630496678148], [-0.9560528963594276, 0.7399390483235201], [-0.18867519095255497, 0.11386370601373595], [-0.5807109622193064, 0.43116842711618525], [0.5807581078274846, 0.7169727198779839], [-0.7484277337775826, -0.831625780090664], [-0.1576613876959356, 0.5389159228652972], [0.5172287710024714, -0.9162898734211665]]]"
1024,10,5,100,"[70.57987141179791, 90.27822030473514, 121.42496814063664, 123.95499415907356, 124.9760043186712, 125.35865801877664, 125.72651666533483, 126.52983819942575, 126.52983819942575, 128.1120296145038, 128.49832232485502]","[0.0, 46.03032302856445, 68.74479126930237, 75.70996761322021, 105.92567348480225, 120.19368481636047, 335.89067578315735, 382.2324683666229, 137.38567805290222, 320.7180368900299, 169.55327987670898]","[[[0.6163415281574618, 0.8839834581629877], [-0.12137689288653597, 0.6634506879455657], [0.38385977652762904, -0.3462710742673436], [-0.17412370759480633, -0.3147175779659932], [0.8215441850435627, -0.4337182337700669], [0.8821169173496659, -0.5112867119478406], [-0.783373763446072, -0.1857476070945967], [0.450779011235948, -0.6160061027416139], [-0.8622611778944724, -0.7679760443423633], [-0.9804491693970043, 0.2681834038651645]], [[-0.7489802103172136, -0.2675952436802076], [0.3648292492915957, -0.8606248618696714], [0.06960628514883563, -0.21870004926836353], [0.40437067222801215, -0.20935833475692314], [-1.0, -0.27960672117304497], [-1.0, -0.1235751205609891], [-0.5275071936582779, -0.11507745075456745], [0.22457344199221244, -0.5568941573032882], [0.7633697721508964, 0.17034579139745915], [-1.0, 1.0]], [[-0.08389458216388553, -0.5771063411209247], [0.9463317418571102, 0.17066792670478007], [0.656450338847031, 0.2519170419883114], [0.8779257323730322, 0.2834392714137491], [-0.12404706833245838, -0.03188761537558692], [-0.6455652197923379, -0.09952145508540021], [0.28252763141391757, -0.509858932233334], [0.40765898225167974, 0.30485560903106823], [-0.5321684545387723, 0.4223232491110741], [-0.6116836976780792, -0.21122822925889356]], [[-0.7267133108683173, 0.08200281882620436], [0.7531866574168041, 0.30524822362012816], [0.11118812994185204, 0.4334905964048828], [-0.463898299684196, 0.5522485569939937], [-0.583048840389404, 0.06628054964749758], [-0.29019268447710145, -0.7730377809102351], [-0.5835303566836263, 0.28513779107413334], [-0.5161135252340089, 0.2884583762539097], [-0.6228605342404825, 0.3819677641526997], [-0.26287045326276465, -0.002459081498336246]], [[-0.5657040534843277, 0.17505017692660946], [-0.8325666512365855, -0.21553050517751932], [0.13928681355342695, -0.056706257203084316], [-0.5861638562336275, 0.4629923366234057], [0.08795942473835978, 0.7014948513108402], [-0.6191588363940967, 0.5651588309017869], [0.9900730983612905, 0.9858104396319467], [-0.49019564121250153, 0.44680758518847447], [0.7533015900783575, 0.05129306139025339], [0.684282588475715, 0.011256749986623803]], [[0.6369269033780497, -0.8783311922911269], [-0.9984274001411347, -0.3940752358339404], [-0.8413527881181311, 0.19454139924205677], [-0.46334134322755444, -0.020841688344598645], [-0.5051646475636339, -0.17540211297754613], [0.6201889166716623, -0.7436175814185939], [-0.6011606193582025, -0.019739975783108283], [1.0, -1.0], [-0.4707712916403611, -0.44818283268050074], [-0.012258030473968815, -0.2804210037000443]], [[0.46668205116707767, 0.9815392438180751], [-0.35417337394849874, 0.543976883526277], [0.9884548460109825, 0.24346249034784923], [0.17252256009168407, -0.7641314387031998], [-0.6275565866286624, -0.30946855913768195], [-0.5476070484006355, -0.6440196927864817], [0.7155000732468079, 0.16846097415811126], [-0.6881615350554777, -0.4986834118765964], [0.6818504370749023, 0.9392072558402376], [-0.9813468325883123, -0.4383059013635598]], [[0.49888021134322047, -0.7502178209767796], [-0.03722951418761503, 0.771271937309836], [-0.5838971612938741, 0.4332410358662979], [-0.5291091791829764, -0.8089719457367441], [-0.6396397613743112, -0.15581229425712673], [0.5821266143775632, 0.11011699171930585], [-0.1056047007151965, -0.3244690664352894], [-0.6426436166236771, -0.2927312971036534], [-0.8673123251646984, 0.10804792679845367], [-0.8747509662062156, -0.4547603335231888]], [[-0.9537818866766963, -0.7311296807024882], [-0.27283409819782073, 0.2819093654569825], [-0.3066458489897699, -0.09991096682021602], [0.6500609390229517, -0.29981715357804195], [0.6177046146121384, -0.11687849876343549], [-0.36004362337439944, 0.09958310001518247], [0.08127069310603134, -0.42089093907587344], [-0.38447328855795854, 1.0], [0.7640743078145319, 0.1306182826782688], [-0.4581067741817985, 0.9117087406132848]], [[-0.1554842594437541, 0.47516664239126066], [-0.4337839456590602, -0.6241647834876622], [0.07110321416753163, -0.9682699983102645], [0.5094090529217069, -0.2015202967058012], [0.4066517358249359, 0.7663678924720867], [0.7849174955542028, 0.1605459698508307], [0.15831385355402644, -0.2491773896241801], [0.00921969151748352, 0.17413231945994392], [-0.8427373003215337, -0.9676911607384364], [0.6668910309671616, -0.9098808839916865]], [[-0.5407344856317782, 0.35465742946209416], [-0.7746927536396999, -0.8452060686734925], [-0.8241819546124892, -0.9946847369401767], [0.43003003954542773, -0.13247708424808272], [0.12850270247401016, -0.3237597892065911], [0.7390481135412769, 0.17329580360367058], [0.08716028556229517, 0.6205457132309791], [0.558358374983078, 0.7612184975296374], [0.40211351774634657, 0.5294871293008443], [0.5488175339996872, 0.4356060475111046]]]"
256,5,5,100,"[70.57987141179791, 81.73721791771244, 97.79258602278625, 107.04934664909464, 112.27239964088164, 113.50319198021097, 113.9281016573998, 114.19779899937046, 114.26042424006046, 114.42593196340951, 114.73403570732]","[0.0, 24.686859607696533, 24.589720010757446, 33.54722356796265, 49.567068099975586, 52.258320331573486, 22.51656985282898, 60.047911643981934, 73.61556005477905, 43.19503569602966, 39.39810228347778]","[[[0.6163415281574618, 0.8839834581629877], [-0.12137689288653597, 0.6634506879455657], [0.38385977652762904, -0.3462710742673436], [-0.17412370759480633, -0.3147175779659932], [0.8215441850435627, -0.4337182337700669], [0.8821169173496659, -0.5112867119478406], [-0.783373763446072, -0.1857476070945967], [0.450779011235948, -0.6160061027416139], [-0.8622611778944724, -0.7679760443423633], [-0.9804491693970043, 0.2681834038651645]], [[-0.6414000973116195, -0.2491326117919535], [0.23110134950165706, -0.5450012333575732], [-0.9980258306530326, 0.4395681665288049], [0.6657855711824066, -0.9374476219075355], [0.1348739512627498, -0.2208144136402531], [-1.0, -0.11336323645199627], [-1.0, -0.26879214714263], [0.36141959627648157, -0.8907643266133503], [0.20564711412178435, -0.7377944414703055], [-0.545405953794374, -0.11214334580634239]], [[-0.5948688793396567, 0.137503923286226], [1.0, 1.0], [0.31888268448858226, -0.044572425315869794], [-0.6107583407341777, -0.1814096566547825], [-0.641693238574591, -0.06676328049677402], [-0.12189574047763124, 0.0024688358760241334], [1.0, 0.3975178300764804], [0.09743351616246078, -0.8767010584857706], [-0.3453567109980541, 0.023868011805116014], [-0.2844119174011721, -0.6898483349626768]], [[-0.5682551123610922, -0.7411844347529862], [-0.2965043284797496, -0.45455006842754003], [0.5255880235528968, -0.64697101720771], [-0.6396542667092682, 0.019804474214178202], [-0.36940589507321403, 0.11271323938716234], [-0.6461476611523249, 0.11037672304770078], [0.030994621062240636, -0.9407690409659766], [0.6028078522996693, -0.981590594423779], [0.6130483855669272, 0.08453818548338302], [-0.6420703549045911, 0.33523264796724234]], [[0.5136798973952945, -0.603162556596333], [0.7409073728791683, 0.34650066726535594], [-0.6308023680185263, 0.608227790961211], [-0.6080978121439738, 0.45481824764154616], [-0.9390187935200588, -0.4632804946589964], [-0.6047507819484773, 0.2500745698988273], [0.6029226090760083, -0.1283892933279419], [0.023840669542572898, -0.1440701186657095], [0.16300633922221203, -0.22975422255696298], [0.8843285422773213, -0.5819391440600739]], [[0.4459347336308313, -0.16136932817653707], [-0.5590603654839157, 0.4336053764637319], [-0.3639613625320428, 0.5381406179680603], [0.9361587848755315, 0.2547707750240007], [0.3695732298846824, 0.8835136939326029], [-0.5356251786072318, 0.35441805832618783], [0.043294409785091734, -0.8186114954742367], [0.38569126991400154, -0.6345612088725321], [0.33461781554276127, 0.3066415156969186], [0.25746867433191056, -0.7237431295216255]], [[-0.5406297908241472, 0.2533502393098429], [0.998254067820451, 0.5001371599012214], [-0.06739183068262627, -0.6717303989137419], [0.19035884528600472, -0.27455446286617846], [0.9468303644628365, 0.19198471192092337], [-0.3371663316019445, 0.48890735774952004], [0.40820396787407964, -0.8762487043630622], [0.6926827672545474, 0.23552482685064327], [-0.778069103896896, 0.7060440962420935], [-0.6366104773832275, -0.12490130539600591]], [[-0.21277068868265278, -0.25498361460217167], [-0.8102532221510329, 0.2013614740033555], [-0.5319761199373427, -0.9736362982203622], [-0.6073746589572738, 0.07294040909323636], [-0.6310686283876119, -0.21034560372769395], [0.0715281665313168, 0.18332557752671627], [-0.6137093715382828, -0.5287452377386646], [0.5368553958820091, 0.8369311001144095], [0.15691352635506714, -0.1310230959212503], [-0.4807103443902677, -0.45709300041255796]], [[-0.25478187832076826, -0.013498540470090952], [-0.20376668542512053, -0.41379950631727025], [-0.9339949578279424, -0.16402194586646562], [-0.6333855937425223, -0.21858994992544117], [0.4918149418515368, -0.3979433238452415], [0.2554006546944451, -0.01138202125441772], [-0.2037527572677918, -0.38786694477066264], [-0.6280001233399772, -0.15266557516452028], [0.3255121884405637, -0.4478647803779252], [-0.5843922361954763, 1.0]], [[-0.538191157481712, -0.8117231780327239], [0.6650004334897281, -0.7361626996944524], [-0.9144522097822199, 0.28261716399295506], [-0.5609666086695412, -0.5652958994311773], [-0.5474115880332497, 0.38753802552045813], [0.1831990497738829, -0.7727264465088083], [0.2696033783801018, -0.43294096333977766], [-0.5157795128013589, -0.1974895593753238], [0.4099852251210042, 0.29566914064623095], [0.50393306512235, -0.577652316346241]], [[0.7053361496876583, 0.3669197945348299], [0.7264800076735061, 0.6948640397703401], [0.955502379546239, -0.14898655681282302], [0.6234744500841786, 0.5704777395463766], [-0.38450399146299374, -0.32063393876998586], [-0.8400154589570021, -0.6963316725313338], [-0.07722375403529075, 0.5968531036680139], [-0.5325627916581078, 0.30873335995516854], [-0.6009544584313055, -0.005135144319184568], [-0.9116710107789406, 0.7219584323519582]]]"
