run_id,hypervolumes,times,candidates
1,"[70.57987141179791, 78.08615188595647, 97.64459788260938, 112.37715071226006, 114.82789653574454, 115.00741332894074, 115.46033648476144, 115.54047621509241, 115.65237444016935, 115.70705697329215, 115.75701987358912, 115.78063704152005, 115.8067205193153, 115.82654692956439, 115.84057191945507, 115.85301278897195, 115.86277713905203, 115.8703286603967, 115.87722329549807, 115.88378472754968, 115.88862206023133]","[0.0, 23.037876844406128, 26.446206092834473, 24.198863744735718, 24.58786916732788, 25.213454723358154, 47.15624499320984, 51.36718821525574, 98.65621590614319, 70.28825163841248, 54.788838624954224, 55.10877966880798, 60.176467180252075, 77.42532873153687, 73.3783483505249, 66.46031880378723, 68.81919288635254, 72.02850198745728, 103.16539311408997, 81.39335131645203, 79.12651371955872]","[[[0.6163415281574618, 0.8839834581629877], [-0.12137689288653597, 0.6634506879455657], [0.38385977652762904, -0.3462710742673436], [-0.17412370759480633, -0.3147175779659932], [0.8215441850435627, -0.4337182337700669], [0.8821169173496659, -0.5112867119478406], [-0.783373763446072, -0.1857476070945967], [0.450779011235948, -0.6160061027416139], [-0.8622611778944724, -0.7679760443423633], [-0.9804491693970043, 0.2681834038651645]], [[0.36603914144104177, -0.8709483306531789], [0.883887067309589, -1.0], [-1.0, -0.2590110214280252], [-0.5303827287755855, -0.1287018333337142], [0.1702449998302614, -0.23790416045484455], [-1.0, -0.13387930254270972], [-0.7474985450825995, -0.29224506060179645], [-0.742814095809983, -0.07672176104666939], [0.20302667279062192, -0.7502633523207836], [0.1976199027377576, -0.5602853127130747]], [[0.3207824208853054, -0.06778113245561021], [-0.6368570367388637, -0.1875262190014783], [-0.04299737874842004, -0.01234962224153539], [-0.6511194544781189, -0.07016442964312442], [0.4081423663548226, 0.03877840934324084], [-0.6062148679202631, -0.22589774795513834], [0.5178165306601737, -0.6459686927816142], [-0.6174373521603613, 0.15729276604118778], [0.2990647096892145, 0.13884235097907388], [0.22645626865387877, -0.03827902615581598]], [[-0.5658203255130918, 0.11881876783561068], [-0.5191901618857225, 0.25406811228799453], [-0.6036918182065855, 0.021115014746837222], [0.6560839776521104, 0.3221494795567077], [-0.5600503953502799, 0.3740306934219124], [-0.6683162945630754, 0.29624029314265937], [-0.6168866077216086, 0.8832971552832384], [-0.6083058165042988, 0.08749715885181193], [-0.9267965674679638, 1.0], [-0.6297493055889953, -0.11855391093404587]], [[-0.5882836895346181, 0.4706397086494736], [-0.5372487375249102, 0.31581796472536744], [-0.5406199433976377, 0.474647295668781], [-0.6292883945989134, 0.49511376376970984], [-0.6043748697875053, -0.029457776698389657], [-0.5737529395349155, 0.4161203763290639], [0.525683758350135, -0.5923373986172916], [-0.5441431839342646, 0.26778097527256944], [-0.5386938196982047, 0.3536210518196288], [-0.5509704394446016, 0.5123945073013039]], [[0.891422469381846, 0.03978172606584935], [-0.2887739643510477, -0.6824965547200847], [-0.6260345435884144, -0.21358251166973946], [-0.4259153091996689, -0.7492733065957596], [-0.6154701919786372, -0.08619257930973513], [-0.2804650285100663, -1.0], [-0.3653949963994917, -0.6342495332334118], [1.0, 1.0], [-0.2197146649204282, -0.8498680527678948], [-0.6365721652559155, -0.15144903498879586]], [[-0.5716262728237548, 0.17163377133258015], [0.5258862254774446, -0.6754935372054444], [0.5137101659752906, -0.616132580408093], [-0.5809503580961239, 0.4307173913122788], [0.4994595830879992, -0.575085079115815], [-0.5338897215564876, 0.2976763122628285], [-0.6068990256611765, -0.05758258007060132], [-0.5569948806215288, 0.4005986394691131], [-0.5463068756266197, 0.24515292740172562], [-0.5958876268108154, -0.0034741827962561115]], [[-0.5900171443522839, 0.05612718774769311], [0.22927246635134285, 1.0], [0.3130919283477805, 0.630164900815285], [-0.5329441427440494, 0.3385987497795106], [-0.581539306957651, 0.13091417732593694], [0.25743135454990745, 0.5168571094474876], [-0.6203209288242134, -0.10167887157083434], [0.02955999246851372, 1.0], [0.45091961625091903, 0.5245982999026355], [0.2478255317331555, 0.7991136807063149]], [[-0.5612967624955593, 0.20190460003669677], [-0.5412444415558529, 0.37083260014193725], [1.0, 0.5962906901811895], [-0.6398757254046139, -0.16949738549298765], [-0.6309982740438154, -0.13383833428668337], [-0.602547263967285, -0.04292772228459961], [0.49727085427552675, -0.56522344628], [0.5179440728147138, -0.629375512584221], [-0.6102721390629694, -0.07174472398962899], [0.5040152611508887, -0.5847580767817835]], [[-0.33109007148279, 1.0], [-0.5330513499707892, 0.287586391564974], [-0.5392177669121992, 0.26166171056395465], [0.5105171586864885, -0.6041906897933473], [-0.5910048835081341, 0.03676877343377544], [-0.5872871807025012, 0.08887246119824702], [-0.5342272704648042, 0.3473815852235166], [-0.5971762024771116, -0.016163117713859323], [-0.5528990069713745, 0.2242362394247502], [-0.6178651282382279, -0.2145976272369723]], [[-0.530834256576551, 0.3306308413656509], [-0.5932114423249777, 0.010518981511481625], [-0.5438118699826945, 0.37891464759712], [-0.5662192445186719, 0.18744508610830654], [-0.550602375848659, 0.39275300531164187], [-0.5471907746077317, 0.23684784077527649], [-0.561862216903147, 0.4106514841539944], [-0.5199834941725354, 0.32236005012380214], [-0.6356045400130752, -0.20074758136404938], [-0.5767050579430534, 0.15293703182101642]], [[-0.5381781327917503, 0.3636057291869586], [-0.6480477664202379, -1.0], [-0.5771152232165994, 0.43232400000925947], [-0.6343115819925442, -0.14260719005014819], [-0.6288141323159195, -0.1256615179956934], [0.4954200587457864, -0.5604531561685289], [-0.6389500598474468, -0.16043981878354072], [0.5243399024763454, -0.6581806202060894], [0.4986747811147625, -0.5700219434858336], [-0.5979987329171047, -0.022283791347443033]], [[-0.5882017419452912, 0.07132763121428407], [-0.6006438819297316, -0.03546076475929247], [-0.5559478047638319, 0.2141390019044217], [-0.6082519791114278, -0.06461362087168311], [-0.612684109153222, -0.07893282312672792], [-0.6176554779252642, -0.09385174342062225], [0.502289947590358, -0.579723175741442], [-0.6409198683620242, -0.17921906826373193], [0.5073558423656536, -0.5987191185972603], [-0.6231463203601677, -0.10960193097882]], [[0.5055178073691264, -0.5900104097678449], [0.5153458373202823, -0.6225261554506899], [-0.5298109591347984, 0.30759169906478245], [-0.6041107660365564, -0.05016114009391686], [-0.5308953704847214, 0.2948375424449122], [-0.5483047442226153, 0.38842023390325003], [0.5116389405188742, -0.6100380844570452], [0.5190552672311038, -0.6370328643189788], [-0.590272543501897, 0.021868809349112908], [-0.5841892014725263, 0.11217822498251626]], [[-0.5935162049145407, 0.003672611529846866], [-0.5587367633772649, 0.40602156017236973], [-0.5296835915126528, 0.3179112610772534], [-0.5326749458956197, 0.28239404603507734], [-0.5531675046771212, 0.39711568836990524], [-0.5841738470104842, 0.4289061857261436], [-0.5345433083167472, 0.3521787041145897], [-0.565540910040889, 0.41531322940016596], [-0.5738922528383668, 0.16270189025197526], [-0.5397543296634003, 0.2558952435778934]], [[-0.5327323777215052, 0.34370145043532774], [-0.5895264610288806, 0.04627678034237697], [-0.5353874556494673, 0.2701028675006173], [-0.5454613458870818, 0.38297429345693657], [-0.5302378121761112, 0.3262786698512674], [-0.5423295223215273, 0.37498700282573694], [-0.5682758874180739, 0.18014909502471815], [-0.5787730340436491, 0.1427249974753744], [-0.5394086925594177, 0.3674424796897017], [-0.5733911424068574, 0.4243157228262164]], [[-0.5625638198634454, 0.19567454451699817], [-0.5953659332975284, -0.009575453798377449], [-0.5482168044327402, 0.23207191875597163], [-0.5370192820964275, 0.3597913151455368], [-0.5284923155645386, 0.3386592020893891], [0.5182326164734516, -0.672779863446387], [-0.54377900165989, 0.24347381562728343], [0.4948161288689897, -0.5578498409924187], [-0.6381628386070974, -0.1948615598634451], [-0.6305029441396512, -0.12243092203517622]], [[-0.6011438528580666, -0.03909405625716887], [-0.5296991553275251, 0.31097246670757567], [-0.6334558373622188, -0.20914243037423855], [-0.6248733818552209, -0.11368009654839313], [-0.6306453092118793, -0.1299273717145144], [0.5034717062107571, -0.594613136599433], [-0.59067955416156, 0.029354251479112966], [0.501076897692478, -0.577342929321157], [-0.5526337597854134, 0.22064924236892053], [-0.5572694942161006, 0.20910208454474521]], [[-0.638608609534047, -0.1561618980579033], [-0.63617734168428, -0.1471998489631292], [-0.5913052966642902, 0.015528015206922954], [0.4964957462712714, -0.5627908606924373], [-0.613876384469261, -0.08251289569243651], [-0.5994017625470244, -0.03156761086779994], [-0.6335145187192721, -0.13842760194006604], [-0.6415256176339208, -0.1845326913328302], [-0.6069830258232154, -0.060954217590008186], [-0.6192085205470791, -0.09781230857042668]], [[0.4994323791535959, -0.5724662243759188], [-0.611330496695237, -0.07522263759524707], [-0.6419332726591865, -0.17487361586602496], [-0.5299380081468927, 0.30420912434656605], [0.49787582405675457, -0.5676228609420592], [-0.6165813402751789, -0.0900233898632451], [-0.6222140624631277, -0.10574969321160692], [-0.6062211823038904, -0.05415235309301026], [-0.5853097089122137, 0.10108308910705069], [-0.6374770693080385, -0.1648424947506149]], [[0.518943495395633, -0.6517954576469147], [-0.5881242050308123, 0.06372106472267727], [-0.6028422529083759, -0.04643121443676503], [-0.6091869040628647, -0.06816695866265192], [0.5334220532158142, -0.6727538436686552], [0.5024806013157489, -0.5823329300529961], [0.5083875392591974, -0.6015005073880315], [-0.5302905884444792, 0.32382046220944966], [0.5040406247875213, -0.5874795662319581], [-0.5368852464451723, 0.26104047929265045]]]"
2,"[70.57987141179791, 76.93200825761814, 93.09587160621147, 105.19691061879192, 115.10164766152154, 122.66738656493578, 127.45329724773754, 127.45329724773754, 128.65716638908398, 128.85404172978122, 129.0191550631773, 129.12813178294803, 129.2141641782142, 129.35846321172446, 129.43345221348315, 129.48127588255113, 129.5204992491757, 129.5748148560179, 129.6058827770163, 129.62857695071554, 129.64563880035703]","[0.0, 22.362271308898926, 23.736477375030518, 22.92010498046875, 18.66917586326599, 21.889557600021362, 22.982116222381592, 24.57529044151306, 17.3883159160614, 19.338016510009766, 27.91382884979248, 35.5534508228302, 28.86426591873169, 30.34868597984314, 54.41928148269653, 86.49619698524475, 54.154865741729736, 62.24479126930237, 66.33786416053772, 56.54342031478882, 64.7010235786438]","[[[0.6163415281574618, 0.8839834581629877], [-0.12137689288653597, 0.6634506879455657], [0.38385977652762904, -0.3462710742673436], [-0.17412370759480633, -0.3147175779659932], [0.8215441850435627, -0.4337182337700669], [0.8821169173496659, -0.5112867119478406], [-0.783373763446072, -0.1857476070945967], [0.450779011235948, -0.6160061027416139], [-0.8622611778944724, -0.7679760443423633], [-0.9804491693970043, 0.2681834038651645]], [[-1.0, -0.2568110957014702], [-0.5327391826909444, -0.1270940727844409], [-1.0, -0.11438188294604432], [0.15442436417474573, -0.22101825613340317], [0.3572296767848961, -0.8661297819044836], [0.7012279825643674, -1.0], [-0.7292026386037894, -0.2769264318181995], [0.19716392403654728, -0.556172277657921], [-0.9045673467100077, -0.34359679154435835], [-1.0, -0.1922233763192849]], [[-0.6373960107575711, -0.17938802297091133], [0.3279722614317791, -0.07336913521081871], [-0.6525866021899076, -0.07448293637369283], [-0.07474637300101998, -0.005879968627432086], [-0.5977180268775365, -0.227181889757769], [0.4190355005132987, 0.008762856474208632], [0.1234814120935193, 0.15239552437603965], [0.5142569016665854, -0.645061549384663], [-0.4665927684066666, 0.1576070479006682], [-0.6608662540404858, 0.09446776920913617]], [[-0.6081267670247763, 0.06103230608919306], [0.7026910401645817, 0.2197674601341092], [0.5525569895109469, 0.3756312398751561], [-0.5839335119507721, 0.2645781896070572], [-0.6401873218545862, -0.12281983668561158], [-0.6276843216918429, -0.005640530580812075], [0.3832335187060973, 0.4690842804000552], [-0.5399689319688739, 0.6018529033148421], [1.0, 0.45545512829516815], [-0.6266245901349032, -0.21324046121090623]], [[0.7844552351177879, 0.07905545116705366], [-0.5714336375052186, 0.4027296209699745], [0.8580681239769046, 0.0692368773000384], [0.7200163431146125, 0.06362261857608754], [-0.6309219158078144, 0.5242439768653037], [-0.5341440816705558, 1.0], [-0.8790804154593032, 0.8667729229528233], [-0.5710558076647241, 0.16494238531995786], [-0.7128775373731073, 1.0], [-0.22224848272644604, -1.0]], [[0.7750724430208334, 0.2551510726143778], [-0.5707499525314438, 0.4379356376535412], [-0.534273338899903, 0.35294567743319055], [0.7807207832658524, 0.3363811275016512], [-0.3895118404337628, -0.13409695150011441], [0.7531052426965813, 0.2061152548764693], [-0.5398753468421662, 0.2578736202206817], [-0.5328039504324497, 0.4275172450388513], [-0.026112420970571235, -0.38032318767009254], [0.7730967706747812, 0.20915147608217033]], [[0.8408830326898944, 0.17115785204051037], [0.6683604101000736, 0.16400874048933645], [0.7690331582261134, 0.16911437742659552], [0.6187842727052272, 0.15936118582604425], [0.7389874267780192, -0.7525969091372542], [0.9194061369437406, 0.17367509281799134], [-0.5996228000704756, -0.03775877967845963], [-0.5240537298110437, 0.324484820797864], [-0.5505892571802236, 0.37132817587385464], [0.7129144387766421, 0.16796675319598875]], [[1.0, 1.0], [-0.4219714218704207, -0.018924460484067474], [-0.18445981416815674, -0.14135018755724363], [-0.238787851087205, -0.06317680063707704], [-0.0894448169865517, -0.17109958228853692], [0.188128296004269, 1.0], [-0.6361045261107078, -0.36593954377229776], [-0.4968800968759314, -0.2072581054374028], [-0.3157794631212252, 0.36920162332368517], [0.0651119030822797, -0.06346625500502097]], [[0.7393582615440011, 0.16775413195282302], [0.7901033711136377, 0.15914376223713694], [-0.3678441469626205, -0.49483216898828347], [1.0, -1.0], [-0.2642315590986304, -0.5567134817728518], [-0.5716979346929236, -1.0], [0.5387483493352225, -0.42145498874677423], [-0.6773590029143859, -0.21552273668474475], [0.11018208880052496, -1.0], [-0.44014723123953237, -0.6055314475156292]], [[0.3520555608161082, 0.18510714325700833], [0.5100982313065187, -0.22242113419022358], [-0.5578942866442617, 0.21331403106151603], [0.725804368063106, 0.16717031235789925], [-1.0, 0.5723436981576588], [-0.6219340264937925, -0.09065406094679024], [-0.35783696043583724, 0.5731257872007018], [-0.8344252092938471, 0.4812472869666499], [-0.6408913402020244, -0.15019006677401722], [0.7539272959708323, 0.6318186903738932]], [[-1.0, -1.0], [-0.5977491549055131, 0.020875676756857735], [0.7530645017554675, 0.16709317816303457], [-0.5330571506663778, 0.2890831152318787], [-0.5056767502657059, -0.3692390341159101], [-0.1915171959485911, 1.0], [-0.27241677691444405, 0.9020876209091969], [-0.3446594634712243, -0.309497071271047], [-0.1663380791461022, 0.912330126712483], [-0.297149052861432, 1.0]], [[0.7019930209535789, -0.19015337989873043], [0.03856318593923465, -0.7131890097650011], [0.4036977963252115, -0.6974294729443069], [-0.24556046871418938, -0.7348045855911469], [-0.8937499965157284, -0.4473072522948924], [-0.5124519506331269, 0.4859210054760739], [0.8977895655536358, -0.6576710534718486], [-0.5824742172608889, 0.42963738187947226], [-0.5354470481550563, -0.062200748091984254], [0.9047338199698712, 0.19954477499194417]], [[0.019246069095447616, 0.37245403900746177], [-0.1214309225055275, 0.25655491746237247], [-0.31939783706586256, 0.21328190036817615], [-0.60062851995848, -0.011724193740450186], [-0.5889642538973129, 0.09437374606505775], [-0.07118728604267793, 0.21891103951997704], [-0.08035037974430112, 0.41431486401340945], [0.7772520764737079, 0.16247631370402035], [0.6716598313025568, -0.5627830854181756], [-0.5541172758766798, 0.3915456644184245]], [[-0.5360594767804733, 0.331863948031824], [-0.5666514376450038, 0.18892547106361185], [-0.5424420872887143, 0.3615899042783648], [0.7326087340717382, 0.16810158518635512], [0.7035777128557575, 0.16431808956521154], [-0.6126225911272384, -0.06382410894946755], [1.0, -0.2880299002668767], [0.5401325861026093, -0.8607699227896789], [-0.5349565083675727, 0.30131043537453067], [-0.626557884556679, -0.10551088856668032]], [[0.7461376132751095, 0.1677728651796308], [-0.5932644311100418, 0.05063873835553145], [-0.5493740515077404, 0.23559044067214385], [-0.6449949324692608, -0.16649388479544605], [0.22059596258763814, -0.3780862406553493], [-0.5387033958158228, 0.2716751093277662], [0.2804589923998433, -0.41785964422802496], [-0.6395521314937431, -0.2386928295441963], [0.6991818064906248, 0.16335802394248872], [-0.6171393578787633, -0.07723817468211984]], [[-0.5820886112110266, 0.13427850648447293], [-0.6404125968744625, -0.20223226038281863], [-0.636752811533891, -0.13491539398966462], [-0.5370902606552114, 0.3405803039270242], [-0.5982547081184426, 0.0039841592477096], [0.3726617407564478, 0.7654810861009239], [-0.6034181918165703, -0.02641676375842401], [-0.5821479095895901, -0.7002299334670833], [-0.6071157195105837, -0.20223440286217112], [0.3203404577355519, 0.7339286569083026]], [[-0.5593061144681181, 0.39997338055433923], [-0.6589062900997497, 0.7473662919563128], [-0.6092546301321005, -0.05185061986887229], [-0.5945868117897782, 0.03495554663764166], [-0.5504540657658142, 0.3827148437663982], [-0.5615805139410497, 0.20189446341092843], [-0.5707571132790417, 0.4170138566922703], [-0.5348511847120926, 0.323505900136686], [-1.0, 1.0], [-0.540484208231058, 0.3551251629836837]], [[-0.5341475363918201, 0.3089687410599751], [-0.5526351590220493, 0.22537535915852636], [0.7193676072749732, 0.16784559599757437], [0.7720603357260466, 0.1636460099954744], [-0.8066666989562592, -0.020707391904442565], [-0.5786129687807585, 0.43203036126517597], [0.7602084606779572, 0.16608153275253573], [-0.5913950317530091, 0.06984284981884974], [0.7082134575520743, 0.16609948612734773], [-0.578505963543955, 0.14913722981674749]], [[-0.5444580358506573, 0.3682431071761303], [0.7360721518699317, 0.16849141765901085], [-0.5348516801817547, 0.29445135981602893], [-0.5451767581702118, 0.24633669097252467], [-0.5400651950811174, 0.2641428441691568], [-0.5702846862282966, 0.17631167651220708], [0.722677216073321, 0.1681135793869015], [-0.5367987030497977, 0.2796138188859293], [-0.6428304174349653, -0.1580725096876039], [-0.6426541173720597, -0.1913637842738324]], [[-0.585428175025191, 0.11649676604948214], [0.7428001084697384, 0.1681548090181394], [-0.6422780402974123, -0.2169754307186131], [-0.6339915405664003, -0.12742077273057587], [-0.7470388205891715, -0.38675343373316023], [-0.6236530780148288, -0.09788980169932383], [-0.629009923870355, -0.1131097434560645], [0.7827692132218623, 0.16089514917720846], [0.7293303319217734, 0.16845506652911824], [0.7343788653423137, 0.16852993182985654]], [[-0.09938608281640639, -0.5359703596921522], [-0.5971139103091134, 0.012456317619140886], [-0.6130375157825295, -0.21827356848055737], [-0.6108674249485507, -0.057850890477308216], [0.7059077121363636, 0.16538281155423726], [-0.6187673605096947, -0.08374057224210749], [-0.5993644526171322, -0.004042772845359704], [-0.6019218542415126, -0.019173534655072162], [-0.6145303403951481, -0.07045718260325914], [-0.6451714256700806, -0.17460508132772504]]]"
3,"[70.57987141179791, 76.2244712622412, 97.70756147344787, 112.14589015969317, 114.84087565590488, 114.99813437483718, 115.37405588145606, 115.51211015166179, 115.59477414027006, 115.67435192673933, 115.73092905134288, 115.76867847944592, 115.79113862616381, 115.81081905423594, 115.8258105027648, 115.8383413412581, 115.84965683951617, 115.85880504747674, 115.86333495623404, 115.86983808362466, 115.87476500751156]","[0.0, 22.964041471481323, 22.953150272369385, 19.37995147705078, 21.39789628982544, 31.630286693572998, 38.41885757446289, 34.04908633232117, 45.08591032028198, 62.77404594421387, 49.43901753425598, 61.87400984764099, 64.33073234558105, 69.80558824539185, 66.9149420261383, 46.648884534835815, 70.4995379447937, 67.3208487033844, 54.10770130157471, 79.40781617164612, 59.294960498809814]","[[[0.6163415281574618, 0.8839834581629877], [-0.12137689288653597, 0.6634506879455657], [0.38385977652762904, -0.3462710742673436], [-0.17412370759480633, -0.3147175779659932], [0.8215441850435627, -0.4337182337700669], [0.8821169173496659, -0.5112867119478406], [-0.783373763446072, -0.1857476070945967], [0.450779011235948, -0.6160061027416139], [-0.8622611778944724, -0.7679760443423633], [-0.9804491693970043, 0.2681834038651645]], [[-1.0, -0.25829579858090285], [-0.5258161391069581, -0.1242808537157522], [0.17739775022878557, -0.23587308507969315], [-1.0, -0.12130004595831233], [0.34153284933311373, -0.8358224581564344], [0.5542594556625866, -0.973929816986751], [-0.738285443570596, -0.28266325673557036], [-0.9222330070542307, -0.3571317168420865], [0.18235321142679128, -0.5567971569782794], [-0.20481025515323467, -0.014257909780572673]], [[-0.6289176962373906, -0.1913440383038435], [0.3494256328611668, -0.07350452191380111], [-0.6532022300400534, -0.11653954231032422], [-0.592838628571882, -0.2360501304667326], [-0.6108861389565695, 0.16416311356423322], [0.5124009214664689, -0.6442853874914471], [0.46665924012558785, -0.006685201141670978], [-0.4270731442050977, -0.4318478771011632], [0.24485171237968928, -0.024473018718083602], [0.40046682416522666, 0.19285189803530628]], [[-0.6445441353403785, 0.06387067141713239], [-0.5308787074897547, 0.2890323491759715], [-0.6367312514049426, -0.023948944342277092], [-0.6639341668055359, 0.1289460182298279], [-0.5890114177308321, 0.1253250739952171], [-0.6271813696073835, 0.4078814384642679], [-0.7217003420757124, 1.0], [-0.300008886405288, -0.7955319315920034], [-0.5003426832417933, 0.5019831575446276], [-0.7018949324657351, 0.7662698935931995]], [[-0.5856628163560184, 0.4448315377084779], [-0.541089338644088, 0.37209373475661667], [-0.5894916239967596, 0.038308297744426005], [-0.6177947046607927, -0.0636473327769425], [-0.557193032802379, 0.4111033692550154], [-0.5371561140839334, 0.2323966532409216], [-0.6245665691966599, -0.214361997951815], [0.5233222106312533, -0.5930715369747531], [-0.5308698937295002, 0.33402759829363915], [-0.6039230304060471, 0.46231332364256056]], [[-0.6388079453793466, -0.15011686432036114], [0.8531645546765948, 0.28189520549753433], [1.0, 0.08150808989769205], [0.52500552767421, -0.6729311640153712], [1.0, 0.4098661462141957], [0.9210680545153662, 0.11998902873179808], [0.7273902960958626, 0.45637294929695754], [0.736174823856888, 0.2809817085920627], [1.0, 1.0], [0.8565353382485044, 0.05729012743097849]], [[-0.5397602727950159, 0.2566585153293136], [-0.6193456144292654, -0.08817574153225866], [-0.594985925517635, -0.0022287412007333733], [1.0, -1.0], [-0.5806835047062957, 0.431388301124357], [-1.0, 0.6703614449861475], [0.515044417464426, -0.615737166878533], [-0.5310721911807209, 0.3112871066229648], [-0.04801185407126251, 0.2974617720292102], [0.5027657267299274, -0.5750386419888283]], [[-0.5335633237132973, 0.35434495285133377], [-0.6013510272813799, -0.03461074200508741], [-0.5648971421588334, 0.18114966748472633], [-0.5855895573116466, 0.07441381052952982], [-0.5164028418051684, -0.6754389544232878], [0.1239621906056844, 1.0], [-0.6440205687110834, -0.17335885165157805], [-0.08707811311975033, -1.0], [-0.3632553799294946, 1.0], [-0.5330156467808439, 0.2748700803295085]], [[-0.2123112636894681, -0.58496413133378], [-0.5473880853650641, 0.3910517877021739], [0.5019016651312982, -0.5649106672318606], [-0.6331814023969814, -0.12860481209793473], [-0.5912980034166752, 0.016737219907371724], [0.2926834221530299, 0.5636080239155639], [-0.19410830864992856, -0.6289515878351744], [-0.5421773491958655, 0.24146655763028785], [-0.15299759275087732, -0.5525483196027287], [0.5807694119619972, -0.6607593819723148]], [[0.5084552668551678, -0.5843744472309975], [-0.6065323415340437, -0.04883183696963447], [-0.5990444123509541, -0.01932460572708988], [-0.6243808543433009, -0.1014443985677877], [-0.5268964382956546, 0.3259234490628304], [-0.6147890405711379, -0.07494004630505142], [-0.5270316625899844, 0.3034472337372974], [-0.529922434744086, 0.34594679327313954], [-0.573830960401189, 0.15571092492368738], [-0.5313219254639134, -1.0]], [[-0.5580718526508547, 0.20205434286813673], [-0.5428438946422786, 0.38240005105025304], [-0.5353750766918431, 0.36465833961587546], [0.5175030513264691, -0.6280822905008553], [-0.6391888807125221, -0.21449216805648957], [-0.5528230834966081, 0.3997342943545049], [-0.6436714070179438, -0.1620136311471047], [0.5239352467470311, -0.6601706292223383], [-0.5678619164930538, 0.41897201863845873], [-0.6307327966788571, -0.1185748259598051]], [[-0.6379799703484881, -0.13968724398618687], [-0.6452480559885625, -0.18618595728378795], [0.5135000371517884, -0.6044405469449995], [-0.5833579537970193, 0.10354672435763757], [0.5024441510521763, -0.5699113567521239], [-0.5388863979458896, 0.2508497568457546], [-0.5885406860748849, 0.05401967894258796], [0.5007818315479016, -0.5599058718893286], [-0.5294908057949571, 0.2839969237952726], [-0.533288985317973, 0.2683117434853973]], [[-0.5910956048107425, 0.026672582009314248], [0.5071986728781795, -0.5793087160169055], [-0.6270994092062359, -0.10938216322662547], [-0.5849124257626652, 0.4304572527423994], [-0.5459062080616387, 0.23192301225181067], [-0.5969162257966656, -0.010952917255031325], [0.5106374227923101, -0.5893265269267415], [-0.600493594299021, -0.027190058576668806], [-0.5768164700315552, 0.14167707817963565], [-0.5937881516819071, 0.0066983268808458426]], [[-0.6170324941533877, -0.0815527861582173], [-0.6218794745151915, -0.09479438955447626], [-0.5797247772502645, 0.43559550152799376], [-0.5271719895543584, 0.3313928720493604], [-0.5307733778305631, 0.350930331660245], [-0.6123290751971091, -0.0682389498385142], [-0.5532627907502815, 0.21293047528541093], [-0.5615629881397389, 0.19179195498616539], [-0.5260736584548451, 0.3098561329835432], [-0.6081348856629272, -0.05549110688705889]], [[-0.5693410796446939, 0.16889979779692224], [-0.6125176823072741, -0.20915361002742894], [-0.5286356152754036, 0.34139001992162427], [-0.5369549005828618, 0.369483766730852], [0.5156012200339753, -0.6765316565857414], [0.5121603737536177, -0.5993216071890328], [-0.5783276930417458, 0.4233611436799856], [-0.6040137051721726, -0.04182254677283535], [0.5162139682479182, -0.6216661844848682], [-0.5269026878321146, 0.29790531785540014]], [[-0.5263011412082186, 0.320732413660315], [0.5176015900697145, -0.6352896591444113], [0.5140244575903226, -0.6099572602781551], [-0.6362900857010515, -0.13427886721021795], [0.5193147352792582, -0.650835476069086], [-0.6393710407889229, -0.20402079856061278], [-0.633612457869056, -0.21888536516025306], [-0.5579546441261901, 0.4024959132947473], [-0.5871674362339301, 0.06351236643358082], [-0.5499669922903421, 0.39535881023887715]], [[-0.6446746773447724, -0.19310514479918708], [-0.6431666305560987, -0.16722372385530873], [-0.5848325893119628, 0.08826683299467224], [-0.5449647947220693, 0.386746135385852], [-0.6261923629371716, -0.10561113067140297], [-0.5336179007822568, 0.3601610392516315], [-0.6542147988171527, -0.18433237789148305], [-0.563160319367625, 0.4137943430995645], [0.5034189624536846, -0.5671600485308372], [-0.5800067930229518, 0.12055338557219726]], [[-0.5407880209225894, 0.37817379949642355], [-0.6429479008511872, -0.15650258161429945], [-0.6286597955804872, -0.21031240369152102], [-0.5473984007453666, 0.22704142881726072], [0.5007390566164827, -0.5570890890842398], [-0.6399761257762705, -0.14533960104616306], [-0.6328832337991093, -0.12381381992266541], [0.5020653210530525, -0.5622521542347583], [-0.5337792647681086, 0.26467360547482294], [-0.5884284501432224, 0.046024543008674625]], [[-0.577909621595633, 0.13395679767528132], [-1.0, -1.0], [-0.5313963258543029, 0.2730401034705953], [0.5052751731284745, -0.5719559649149492], [-0.5364123131538406, 0.2561503264253028], [-0.583047019567292, 0.42617013096773854], [-0.590990015427054, 0.021659602691520632], [0.5093010187358975, -0.5868650916156644], [-0.6009263007250985, -0.03093127465089379], [-0.5297896007627655, 0.28053547495389597]], [[-0.6295949592301449, -0.11415408679645153], [-0.5971843502062105, -0.014946333200186374], [-0.5388711598629973, 0.24754988991037002], [-0.5274684746803182, 0.29463298528081483], [-0.5508553714735207, 0.21830529252504954], [-0.5954109505553655, -0.006477495299107185], [-0.527984496123539, 0.2883364596525057], [-0.5990262401245967, -0.02307054096508657], [-0.5898180272420963, 0.032762708131431756], [0.5100164292941618, -0.5923695098025626]], [[0.5081403760498227, -0.5817610692850187], [-0.566834619309485, 0.1753180962224634], [-0.5712791497546938, 0.422569440103594], [-0.5921306504763029, 0.01175387246759731], [0.506873437771363, -0.5767846637476786], [-0.5743710224067856, 0.1495502541937694], [-0.5360878122584248, 0.36711862363002096], [-0.5707178617866598, 0.16301476902980488], [0.5125355413312681, -0.6018970180273555], [-0.5829869771013058, 0.4348406853153233]]]"
